Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Spokane,Weekly,"2021-10-31 00:00:00",Organic,1.946906434,5069.66,183.31,3048.74,0.00,1837.61,,,
"St. Louis",Weekly,"2021-10-31 00:00:00",Organic,1.715240800,9589.92,927.34,2263.69,0.00,6398.89,,,
Syracuse,Weekly,"2021-10-31 00:00:00",Organic,1.527219251,5874.93,310.25,79.93,0.00,5484.75,,,
Tampa,Weekly,"2021-10-31 00:00:00",Organic,0.873886270,87940.72,213.19,103.63,0.00,87623.90,,,
Toledo,Weekly,"2021-10-31 00:00:00",Organic,1.499897914,5270.37,370.84,1529.62,0.00,3369.91,,,
"West Tex/New Mexico",Weekly,"2021-10-31 00:00:00",Organic,1.202962195,34668.09,8429.49,1681.70,0.00,24556.89,,,
Wichita,Weekly,"2021-10-31 00:00:00",Organic,1.425065512,3761.69,1468.22,2.94,0.00,2290.52,,,
California,Weekly,"2021-10-31 00:00:00",Organic,1.954809580,340903.99,99820.86,57917.29,7.38,183158.46,,,
"Great Lakes",Weekly,"2021-10-31 00:00:00",Organic,1.504480902,234902.26,33359.87,46664.07,0.00,154878.33,,,
Midsouth,Weekly,"2021-10-31 00:00:00",Organic,1.522260094,279689.02,8598.18,46789.46,45.26,224256.12,,,
Northeast,Weekly,"2021-10-31 00:00:00",Organic,1.703698956,307832.18,22152.54,27114.18,5.25,258560.22,,,
Plains,Weekly,"2021-10-31 00:00:00",Organic,1.606667865,54086.87,10557.99,3580.45,15.17,39933.25,,,
"South Central",Weekly,"2021-10-31 00:00:00",Organic,1.490214087,189257.13,51125.02,7615.84,3.24,130513.03,,,
Southeast,Weekly,"2021-10-31 00:00:00",Organic,1.071798425,594847.92,7351.53,26067.23,25.12,561404.04,,,
West,Weekly,"2021-10-31 00:00:00",Organic,1.760960388,344438.53,66474.59,123378.98,4.75,154580.20,,,
"Total U.S.",Weekly,"2021-10-31 00:00:00",Organic,1.527330944,2345957.90,299440.59,339127.50,106.17,1707283.64,,,
Albany,Weekly,"2021-11-07 00:00:00",Conventional,1.029865504,129515.89,42321.84,61057.42,437.59,25699.04,,,
Atlanta,Weekly,"2021-11-07 00:00:00",Conventional,1.064436269,708487.55,477702.96,66423.29,1872.81,162488.50,,,
Baltimore/Washington,Weekly,"2021-11-07 00:00:00",Conventional,1.214353759,1084620.99,444348.08,187318.77,8327.94,444626.20,,,
Birmingham/Montgomery,Weekly,"2021-11-07 00:00:00",Conventional,1.041650808,284038.98,183703.61,12077.52,1928.96,86328.89,,,
Boise,Weekly,"2021-11-07 00:00:00",Conventional,1.307003261,95606.23,52520.21,8106.57,6210.20,28769.25,,,
Boston,Weekly,"2021-11-07 00:00:00",Conventional,1.426351963,564861.78,92228.12,329130.53,2166.14,141336.99,,,
Buffalo/Rochester,Weekly,"2021-11-07 00:00:00",Conventional,1.129238367,201684.15,54235.11,38885.17,1083.88,107480.00,,,
Charlotte,Weekly,"2021-11-07 00:00:00",Conventional,1.162260399,361111.03,150698.24,51409.16,6333.50,152670.13,,,
Chicago,Weekly,"2021-11-07 00:00:00",Conventional,1.161217178,956980.31,384182.03,218873.94,61019.06,292905.28,,,
Cincinnati/Dayton,Weekly,"2021-11-07 00:00:00",Conventional,1.055808277,283496.11,151957.85,68330.63,701.36,62506.27,,,
Columbus,Weekly,"2021-11-07 00:00:00",Conventional,1.051364564,241295.87,150054.77,32864.27,893.78,57483.05,,,
"Dallas/Ft. Worth",Weekly,"2021-11-07 00:00:00",Conventional,0.864845694,1321509.87,692151.98,204693.78,17447.75,407216.37,,,
Denver,Weekly,"2021-11-07 00:00:00",Conventional,1.224315352,767780.33,311165.27,170070.98,27219.37,259324.71,,,
Detroit,Weekly,"2021-11-07 00:00:00",Conventional,1.068273634,456601.00,210695.40,64958.00,43847.98,137099.61,,,
"Grand Rapids",Weekly,"2021-11-07 00:00:00",Conventional,1.285182118,147600.11,35725.62,25728.84,39425.03,46720.63,,,
Harrisburg/Scranton,Weekly,"2021-11-07 00:00:00",Conventional,1.113127707,401238.44,174146.00,86298.88,1409.39,139384.17,,,
Hartford/Springfield,Weekly,"2021-11-07 00:00:00",Conventional,1.370926847,364183.26,78710.14,194826.92,975.03,89671.16,,,
Houston,Weekly,"2021-11-07 00:00:00",Conventional,0.980585833,866955.04,526665.82,124871.84,9250.77,206166.61,,,
Indianapolis,Weekly,"2021-11-07 00:00:00",Conventional,1.031250884,244172.43,127149.44,41714.68,2105.77,73202.55,,,
Jacksonville,Weekly,"2021-11-07 00:00:00",Conventional,1.061026817,195593.74,134208.20,6314.81,923.37,54147.36,,,
"Las Vegas",Weekly,"2021-11-07 00:00:00",Conventional,0.971654043,446339.75,131507.50,178376.45,1037.20,135418.60,,,
"Los Angeles",Weekly,"2021-11-07 00:00:00",Conventional,1.075761247,3214264.77,1734242.56,496060.57,249191.32,734770.32,,,
Louisville,Weekly,"2021-11-07 00:00:00",Conventional,0.928461947,126650.64,70298.11,16523.13,300.22,39529.17,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-07 00:00:00",Conventional,1.136802932,865748.53,613505.69,36162.10,7417.60,208663.14,,,
Nashville,Weekly,"2021-11-07 00:00:00",Conventional,1.020758594,280187.92,158464.95,19548.88,900.63,101273.46,,,
"Northern New England",Weekly,"2021-11-07 00:00:00",Conventional,1.016623066,545794.85,194306.62,278427.68,501.73,72558.82,,,
"New Orleans/Mobile",Weekly,"2021-11-07 00:00:00",Conventional,0.956835144,265537.99,128172.23,14037.52,1243.33,122084.91,,,
"New York",Weekly,"2021-11-07 00:00:00",Conventional,1.315792035,2072096.70,376136.85,1025682.19,13563.95,656713.70,,,
Orlando,Weekly,"2021-11-07 00:00:00",Conventional,0.973480000,568554.65,397806.48,10927.80,5329.81,154490.56,,,
Peoria/Springfield,Weekly,"2021-11-07 00:00:00",Conventional,1.007743104,137150.03,59600.27,28095.84,3411.28,46042.64,,,
Philadelphia,Weekly,"2021-11-07 00:00:00",Conventional,1.159559466,666757.35,246194.96,186833.38,3661.82,230067.19,,,
Phoenix/Tucson,Weekly,"2021-11-07 00:00:00",Conventional,0.811498516,1480417.18,707903.45,541091.15,8032.16,223390.42,,,
Pittsburgh,Weekly,"2021-11-07 00:00:00",Conventional,1.088741205,161742.36,100272.02,6677.27,643.31,54149.75,,,
Portland,Weekly,"2021-11-07 00:00:00",Conventional,1.270974053,603106.25,342727.87,83898.77,25290.80,151188.82,,,
Providence,Weekly,"2021-11-07 00:00:00",Conventional,1.426313979,89159.58,22138.27,47405.61,264.52,19351.19,,,
Raleigh/Greensboro,Weekly,"2021-11-07 00:00:00",Conventional,1.164004646,422034.40,184697.00,67524.31,6870.18,162942.92,,,
Richmond/Norfolk,Weekly,"2021-11-07 00:00:00",Conventional,1.043129488,317758.88,164553.00,45171.93,1644.09,106389.86,,,
Roanoke,Weekly,"2021-11-07 00:00:00",Conventional,0.974573488,184900.52,104186.15,23187.53,250.39,57276.46,,,
Sacramento,Weekly,"2021-11-07 00:00:00",Conventional,1.279700805,453673.50,141421.54,214270.20,10215.38,87766.38,,,
"San Diego",Weekly,"2021-11-07 00:00:00",Conventional,1.008385434,627287.00,251481.39,187771.59,45861.86,142172.16,,,
"San Francisco",Weekly,"2021-11-07 00:00:00",Conventional,1.040949126,927965.23,213309.57,573477.92,14230.35,126947.39,,,
Seattle,Weekly,"2021-11-07 00:00:00",Conventional,1.636981403,454198.73,196194.19,154436.08,3054.94,100513.52,,,
"South Carolina",Weekly,"2021-11-07 00:00:00",Conventional,1.109743828,489145.64,282002.72,43205.24,2010.06,161927.62,,,
Spokane,Weekly,"2021-11-07 00:00:00",Conventional,1.439528353,63914.16,35255.25,15220.79,464.06,12974.07,,,
"St. Louis",Weekly,"2021-11-07 00:00:00",Conventional,0.973589168,227197.14,133840.73,14024.86,1236.13,78095.42,,,
Syracuse,Weekly,"2021-11-07 00:00:00",Conventional,1.079450301,97171.01,32884.21,23208.44,287.75,40790.61,,,
Tampa,Weekly,"2021-11-07 00:00:00",Conventional,1.027469947,538454.13,373295.27,14306.57,4324.41,146527.87,,,
Toledo,Weekly,"2021-11-07 00:00:00",Conventional,1.024799030,129551.12,71454.01,17540.77,6095.81,34460.52,,,
"West Tex/New Mexico",Weekly,"2021-11-07 00:00:00",Conventional,0.933827054,816010.89,359950.54,145000.96,13374.57,297684.82,,,
Wichita,Weekly,"2021-11-07 00:00:00",Conventional,0.876602873,104365.27,65100.21,5364.23,514.92,33385.91,,,
California,Weekly,"2021-11-07 00:00:00",Conventional,1.083104820,6608212.39,2894013.16,2001755.20,371840.70,1340603.33,,,
"Great Lakes",Weekly,"2021-11-07 00:00:00",Conventional,1.085816289,4025340.79,1834347.71,797800.56,224400.16,1168792.36,,,
Midsouth,Weekly,"2021-11-07 00:00:00",Conventional,1.111429813,4022107.00,1951016.57,570821.34,29433.19,1470835.91,,,
Northeast,Weekly,"2021-11-07 00:00:00",Conventional,1.230312083,5680570.52,1443477.54,2496803.89,17226.21,1723062.87,,,
Plains,Weekly,"2021-11-07 00:00:00",Conventional,1.050211118,1982365.53,1023743.39,279990.17,39543.75,639088.22,,,
"South Central",Weekly,"2021-11-07 00:00:00",Conventional,0.937458685,4771560.03,2575166.80,619201.16,87480.99,1489711.09,,,
Southeast,Weekly,"2021-11-07 00:00:00",Conventional,1.062900318,4812014.23,3247628.43,240757.62,25768.93,1297859.25,,,
West,Weekly,"2021-11-07 00:00:00",Conventional,1.097864092,6467201.01,2991750.58,1728013.79,115150.52,1632286.12,,,
"Total U.S.",Weekly,"2021-11-07 00:00:00",Conventional,1.088294433,38369371.49,17961144.19,8735143.72,910844.44,10762239.15,,,
Albany,Weekly,"2021-11-07 00:00:00",Organic,1.562601908,4085.44,192.08,355.40,0.00,3537.96,,,
Atlanta,Weekly,"2021-11-07 00:00:00",Organic,1.609746325,43455.39,2484.00,14574.78,0.00,26396.60,,,
Baltimore/Washington,Weekly,"2021-11-07 00:00:00",Organic,1.594784960,64188.48,1674.47,6105.77,41.54,56366.70,,,
Birmingham/Montgomery,Weekly,"2021-11-07 00:00:00",Organic,1.463434647,13613.77,254.83,782.73,0.00,12576.21,,,
Boise,Weekly,"2021-11-07 00:00:00",Organic,1.875230607,7502.45,548.32,3031.84,0.00,3922.29,,,
Boston,Weekly,"2021-11-07 00:00:00",Organic,1.829911925,35167.03,360.43,2086.44,0.00,32720.16,,,
Buffalo/Rochester,Weekly,"2021-11-07 00:00:00",Organic,1.596384951,15538.83,1026.19,58.49,3.06,14451.08,,,
Charlotte,Weekly,"2021-11-07 00:00:00",Organic,1.534287980,24323.09,329.41,3230.44,31.21,20732.02,,,
Chicago,Weekly,"2021-11-07 00:00:00",Organic,1.619587795,69404.97,18170.54,15201.66,0.00,36032.78,,,
Cincinnati/Dayton,Weekly,"2021-11-07 00:00:00",Organic,1.832155961,17308.46,1555.01,10216.37,0.00,5537.08,,,
Columbus,Weekly,"2021-11-07 00:00:00",Organic,1.644224364,12821.94,1137.10,4772.85,0.00,6911.99,,,
"Dallas/Ft. Worth",Weekly,"2021-11-07 00:00:00",Organic,1.372832016,62064.04,14062.05,1011.24,0.00,46990.76,,,
Denver,Weekly,"2021-11-07 00:00:00",Organic,1.666156964,51500.16,23886.43,1130.66,0.00,26483.07,,,
Detroit,Weekly,"2021-11-07 00:00:00",Organic,1.474357072,28323.62,872.41,6200.14,0.00,21251.07,,,
"Grand Rapids",Weekly,"2021-11-07 00:00:00",Organic,1.224238922,10932.57,117.50,563.33,0.00,10251.73,,,
Harrisburg/Scranton,Weekly,"2021-11-07 00:00:00",Organic,1.544652292,16961.85,367.91,501.72,0.00,16092.23,,,
Hartford/Springfield,Weekly,"2021-11-07 00:00:00",Organic,1.678890068,25720.41,465.84,4817.28,0.00,20437.29,,,
Houston,Weekly,"2021-11-07 00:00:00",Organic,1.585940031,19498.92,9414.77,296.57,0.00,9787.59,,,
Indianapolis,Weekly,"2021-11-07 00:00:00",Organic,1.589661109,10836.96,1222.67,2901.96,0.00,6712.33,,,
Jacksonville,Weekly,"2021-11-07 00:00:00",Organic,1.009090590,28340.89,60.14,231.24,0.00,28049.50,,,
"Las Vegas",Weekly,"2021-11-07 00:00:00",Organic,1.574530304,18339.40,4355.01,3803.67,0.00,10180.72,,,
"Los Angeles",Weekly,"2021-11-07 00:00:00",Organic,1.754470746,179860.48,58604.77,30181.10,0.00,91074.61,,,
Louisville,Weekly,"2021-11-07 00:00:00",Organic,1.584009418,7538.95,630.53,2936.06,0.00,3972.36,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-07 00:00:00",Organic,1.118635789,103142.17,1584.72,713.14,0.00,100844.32,,,
Nashville,Weekly,"2021-11-07 00:00:00",Organic,1.464432490,20425.42,1343.52,4580.14,0.00,14501.76,,,
"Northern New England",Weekly,"2021-11-07 00:00:00",Organic,1.989116741,13628.21,1656.13,318.96,0.00,11653.12,,,
"New Orleans/Mobile",Weekly,"2021-11-07 00:00:00",Organic,1.219299257,12989.74,384.84,10.98,0.00,12593.93,,,
"New York",Weekly,"2021-11-07 00:00:00",Organic,1.768565778,117985.69,8383.30,18251.93,27.28,91323.17,,,
Orlando,Weekly,"2021-11-07 00:00:00",Organic,0.952497968,79931.34,235.76,229.43,0.00,79466.15,,,
Peoria/Springfield,Weekly,"2021-11-07 00:00:00",Organic,1.516479279,6259.56,214.42,1593.25,0.00,4451.89,,,
Philadelphia,Weekly,"2021-11-07 00:00:00",Organic,1.648280440,29518.30,1517.00,4191.23,0.00,23810.07,,,
Phoenix/Tucson,Weekly,"2021-11-07 00:00:00",Organic,1.397896087,47402.45,15710.69,12579.41,0.00,19112.35,,,
Pittsburgh,Weekly,"2021-11-07 00:00:00",Organic,1.650401680,10481.78,1998.79,8.93,0.00,8474.06,,,
Portland,Weekly,"2021-11-07 00:00:00",Organic,2.146629832,43739.23,1256.21,26361.75,0.00,16121.27,,,
Providence,Weekly,"2021-11-07 00:00:00",Organic,1.631240016,6954.64,70.40,28.05,0.00,6856.20,,,
Raleigh/Greensboro,Weekly,"2021-11-07 00:00:00",Organic,1.582046196,28578.90,587.69,4114.23,5.13,23871.85,,,
Richmond/Norfolk,Weekly,"2021-11-07 00:00:00",Organic,1.573651190,19630.30,907.55,3045.00,2.01,15675.73,,,
Roanoke,Weekly,"2021-11-07 00:00:00",Organic,1.519294638,11981.93,456.77,2991.21,0.00,8533.94,,,
Sacramento,Weekly,"2021-11-07 00:00:00",Organic,1.964019179,21519.60,6758.53,2931.66,0.00,11829.40,,,
"San Diego",Weekly,"2021-11-07 00:00:00",Organic,1.988225163,32348.20,8356.98,8087.24,2.44,15901.54,,,
"San Francisco",Weekly,"2021-11-07 00:00:00",Organic,2.062845667,71469.81,26561.96,6377.08,0.00,38530.77,,,
Seattle,Weekly,"2021-11-07 00:00:00",Organic,2.077774747,64833.25,930.65,46630.52,0.00,17272.09,,,
"South Carolina",Weekly,"2021-11-07 00:00:00",Organic,1.444032608,37333.01,693.64,4227.84,4.29,32407.24,,,
Spokane,Weekly,"2021-11-07 00:00:00",Organic,2.053647335,4473.36,129.17,2287.46,0.00,2056.73,,,
"St. Louis",Weekly,"2021-11-07 00:00:00",Organic,1.701920471,11252.41,1223.20,3200.24,0.00,6828.97,,,
Syracuse,Weekly,"2021-11-07 00:00:00",Organic,1.521650193,5584.91,213.55,101.62,0.00,5269.73,,,
Tampa,Weekly,"2021-11-07 00:00:00",Organic,0.907537083,72233.48,471.45,176.09,0.00,71585.94,,,
Toledo,Weekly,"2021-11-07 00:00:00",Organic,1.535888954,4814.43,99.32,1681.23,0.00,3033.88,,,
"West Tex/New Mexico",Weekly,"2021-11-07 00:00:00",Organic,1.194552100,38895.24,10947.45,1600.52,0.00,26347.27,,,
Wichita,Weekly,"2021-11-07 00:00:00",Organic,1.445911983,4512.07,1698.71,2.94,0.00,2810.42,,,
California,Weekly,"2021-11-07 00:00:00",Organic,1.879919139,371976.09,119755.82,59988.13,2.95,192229.19,,,
"Great Lakes",Weekly,"2021-11-07 00:00:00",Organic,1.576323999,224796.92,36692.67,49972.88,0.00,138131.37,,,
Midsouth,Weekly,"2021-11-07 00:00:00",Organic,1.566927534,255272.75,9717.20,43316.23,99.29,202140.02,,,
Northeast,Weekly,"2021-11-07 00:00:00",Organic,1.704098751,299539.08,19512.89,26997.83,41.41,252986.96,,,
Plains,Weekly,"2021-11-07 00:00:00",Organic,1.622853909,56336.47,11721.24,4326.14,33.40,40255.68,,,
"South Central",Weekly,"2021-11-07 00:00:00",Organic,1.479878725,181792.34,47598.71,7248.48,0.00,126945.15,,,
Southeast,Weekly,"2021-11-07 00:00:00",Organic,1.124396855,496531.21,7627.81,26440.56,11.11,462451.74,,,
West,Weekly,"2021-11-07 00:00:00",Organic,1.746298888,375480.48,79992.88,125267.12,3.39,170217.10,,,
"Total U.S.",Weekly,"2021-11-07 00:00:00",Organic,1.564527537,2261725.35,332619.21,343557.38,191.55,1585357.21,,,
Albany,Weekly,"2021-11-14 00:00:00",Conventional,1.079331929,114825.12,35265.83,53513.02,750.00,25296.27,,,
Atlanta,Weekly,"2021-11-14 00:00:00",Conventional,0.992436709,729860.77,455593.11,125601.99,2384.78,146280.89,,,
Baltimore/Washington,Weekly,"2021-11-14 00:00:00",Conventional,1.314035116,1026740.22,360578.86,213871.46,6098.33,446191.58,,,
Birmingham/Montgomery,Weekly,"2021-11-14 00:00:00",Conventional,0.995386713,294731.64,181974.84,27656.31,1927.29,83173.21,,,
Boise,Weekly,"2021-11-14 00:00:00",Conventional,1.051030671,108418.84,59461.39,18260.12,5140.75,25556.58,,,
Boston,Weekly,"2021-11-14 00:00:00",Conventional,1.333778183,647101.31,69238.93,317436.11,2187.69,258238.58,,,
Buffalo/Rochester,Weekly,"2021-11-14 00:00:00",Conventional,1.149316423,204637.99,50052.17,42489.53,852.40,111243.90,,,
Charlotte,Weekly,"2021-11-14 00:00:00",Conventional,1.153748134,347149.97,150142.79,51911.03,5363.58,139732.57,,,
Chicago,Weekly,"2021-11-14 00:00:00",Conventional,0.924046590,1264507.81,411184.24,506016.51,57036.09,290270.96,,,
Cincinnati/Dayton,Weekly,"2021-11-14 00:00:00",Conventional,1.042831145,291886.18,190751.12,47994.19,650.25,52490.62,,,
Columbus,Weekly,"2021-11-14 00:00:00",Conventional,1.029058355,252348.58,164505.76,27584.31,934.52,59324.00,,,
"Dallas/Ft. Worth",Weekly,"2021-11-14 00:00:00",Conventional,0.782452563,1443841.20,797694.67,157425.22,14913.43,473807.88,,,
Denver,Weekly,"2021-11-14 00:00:00",Conventional,1.153399854,923635.23,299453.12,351094.67,24878.29,248209.16,,,
Detroit,Weekly,"2021-11-14 00:00:00",Conventional,1.035386740,467394.47,270450.86,36198.77,25348.85,135395.99,,,
"Grand Rapids",Weekly,"2021-11-14 00:00:00",Conventional,1.237011014,166127.25,45832.29,41208.53,26728.28,52358.15,,,
Harrisburg/Scranton,Weekly,"2021-11-14 00:00:00",Conventional,1.116326388,389764.41,165935.11,77809.40,1448.65,144571.24,,,
Hartford/Springfield,Weekly,"2021-11-14 00:00:00",Conventional,1.426573492,317774.14,51160.56,175635.82,904.54,90073.22,,,
Houston,Weekly,"2021-11-14 00:00:00",Conventional,0.986008618,989519.69,568125.16,176538.72,9238.45,235617.36,,,
Indianapolis,Weekly,"2021-11-14 00:00:00",Conventional,1.019385141,261345.50,156347.37,32002.05,2390.03,70606.05,,,
Jacksonville,Weekly,"2021-11-14 00:00:00",Conventional,1.058663946,202869.64,137130.39,7824.50,1031.68,56883.07,,,
"Las Vegas",Weekly,"2021-11-14 00:00:00",Conventional,1.072141193,366492.81,118081.53,119566.46,1347.32,127497.50,,,
"Los Angeles",Weekly,"2021-11-14 00:00:00",Conventional,1.199470948,2903370.13,1440427.26,278291.54,339302.11,845349.22,,,
Louisville,Weekly,"2021-11-14 00:00:00",Conventional,1.117188993,116174.73,45280.15,29756.06,365.87,40772.65,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-14 00:00:00",Conventional,1.119544304,849569.17,596354.07,41433.43,5470.57,206311.10,,,
Nashville,Weekly,"2021-11-14 00:00:00",Conventional,1.042776361,269896.27,140952.17,29379.85,994.06,98570.20,,,
"Northern New England",Weekly,"2021-11-14 00:00:00",Conventional,1.202916813,462198.17,136701.89,197957.06,606.57,126932.66,,,
"New Orleans/Mobile",Weekly,"2021-11-14 00:00:00",Conventional,0.974725159,267957.90,125177.35,13381.42,1158.32,128240.81,,,
"New York",Weekly,"2021-11-14 00:00:00",Conventional,1.345969627,1890264.75,380420.42,848198.22,15793.83,645852.27,,,
Orlando,Weekly,"2021-11-14 00:00:00",Conventional,0.982428508,558392.09,376805.25,11787.29,4352.34,165447.21,,,
Peoria/Springfield,Weekly,"2021-11-14 00:00:00",Conventional,0.960469851,148517.79,68134.34,30960.09,3027.91,46395.45,,,
Philadelphia,Weekly,"2021-11-14 00:00:00",Conventional,1.237408025,605446.99,202584.09,163691.33,3468.92,235702.65,,,
Phoenix/Tucson,Weekly,"2021-11-14 00:00:00",Conventional,0.978386705,1115005.63,539728.74,356207.25,8301.79,210767.84,,,
Pittsburgh,Weekly,"2021-11-14 00:00:00",Conventional,1.105226897,157038.62,90659.98,6686.13,742.67,58949.84,,,
Portland,Weekly,"2021-11-14 00:00:00",Conventional,1.137336762,662118.24,336171.58,206077.05,26884.89,92984.72,,,
Providence,Weekly,"2021-11-14 00:00:00",Conventional,1.291774869,100766.26,13505.41,48188.30,372.57,38699.97,,,
Raleigh/Greensboro,Weekly,"2021-11-14 00:00:00",Conventional,1.139294323,419032.55,189283.87,66643.61,6186.69,156918.39,,,
Richmond/Norfolk,Weekly,"2021-11-14 00:00:00",Conventional,1.080805535,298352.69,142025.65,53319.80,1401.70,101605.55,,,
Roanoke,Weekly,"2021-11-14 00:00:00",Conventional,1.044445387,176151.57,91758.89,27875.12,387.23,56130.32,,,
Sacramento,Weekly,"2021-11-14 00:00:00",Conventional,1.570901692,362897.88,117861.26,149409.39,6645.18,88982.04,,,
"San Diego",Weekly,"2021-11-14 00:00:00",Conventional,1.195127938,551158.51,203662.10,94919.88,57766.14,194810.39,,,
"San Francisco",Weekly,"2021-11-14 00:00:00",Conventional,1.607888410,626922.52,182048.67,298914.53,11066.23,134893.08,,,
Seattle,Weekly,"2021-11-14 00:00:00",Conventional,1.469708263,525657.23,183522.09,253296.34,3980.43,84858.37,,,
"South Carolina",Weekly,"2021-11-14 00:00:00",Conventional,1.043932395,487857.65,264753.98,59884.46,2116.89,161102.32,,,
Spokane,Weekly,"2021-11-14 00:00:00",Conventional,1.297005055,77102.53,33228.34,31903.64,12.19,11958.37,,,
"St. Louis",Weekly,"2021-11-14 00:00:00",Conventional,0.940111030,233030.72,141861.53,13147.90,1043.34,76977.95,,,
Syracuse,Weekly,"2021-11-14 00:00:00",Conventional,1.100733456,93480.19,27988.26,23256.78,260.28,41974.87,,,
Tampa,Weekly,"2021-11-14 00:00:00",Conventional,1.036781272,501705.44,338530.72,14670.29,3102.73,145401.70,,,
Toledo,Weekly,"2021-11-14 00:00:00",Conventional,1.011000508,135280.76,84640.85,13328.89,3345.64,33965.37,,,
"West Tex/New Mexico",Weekly,"2021-11-14 00:00:00",Conventional,0.961983787,793883.70,353419.64,118522.25,13783.92,308157.89,,,
Wichita,Weekly,"2021-11-14 00:00:00",Conventional,0.916236814,101275.79,57341.41,8128.08,646.00,35160.30,,,
California,Weekly,"2021-11-14 00:00:00",Conventional,1.297897921,5602942.88,2424839.69,1145912.42,477342.30,1554848.46,,,
"Great Lakes",Weekly,"2021-11-14 00:00:00",Conventional,1.011325102,4474459.27,2069628.27,1069345.81,165895.92,1169589.28,,,
Midsouth,Weekly,"2021-11-14 00:00:00",Conventional,1.148890738,3872855.26,1751086.22,660281.72,25333.69,1436153.63,,,
Northeast,Weekly,"2021-11-14 00:00:00",Conventional,1.277469101,5181799.08,1198512.86,2033320.72,18015.06,1931950.45,,,
Plains,Weekly,"2021-11-14 00:00:00",Conventional,1.082277234,1945432.61,949089.08,317343.51,37042.58,641957.44,,,
"South Central",Weekly,"2021-11-14 00:00:00",Conventional,0.921552392,4980647.22,2693237.56,588478.95,78397.84,1620532.87,,,
Southeast,Weekly,"2021-11-14 00:00:00",Conventional,1.041192772,4778255.80,3116306.82,359867.48,22782.90,1279298.61,,,
West,Weekly,"2021-11-14 00:00:00",Conventional,1.121957974,6350072.67,2720126.14,2050528.72,113201.42,1466216.39,,,
"Total U.S.",Weekly,"2021-11-14 00:00:00",Conventional,1.120334555,37186464.78,16922826.63,8225079.31,938011.70,11100547.13,,,
Albany,Weekly,"2021-11-14 00:00:00",Organic,1.567819545,4304.19,206.49,351.09,0.00,3746.61,,,
Atlanta,Weekly,"2021-11-14 00:00:00",Organic,1.639073117,40095.98,248.43,12780.49,0.00,27067.06,,,
Baltimore/Washington,Weekly,"2021-11-14 00:00:00",Organic,1.526985106,71894.33,1305.31,7067.87,64.35,63456.80,,,
Birmingham/Montgomery,Weekly,"2021-11-14 00:00:00",Organic,1.370019480,14717.01,94.22,594.77,0.00,14028.02,,,
Boise,Weekly,"2021-11-14 00:00:00",Organic,1.744937058,7555.54,471.30,3178.41,1.15,3904.67,,,
Boston,Weekly,"2021-11-14 00:00:00",Organic,1.854419443,34436.57,291.45,2278.19,0.00,31866.93,,,
Buffalo/Rochester,Weekly,"2021-11-14 00:00:00",Organic,1.596874119,15276.81,935.18,82.05,4.09,14255.50,,,
Charlotte,Weekly,"2021-11-14 00:00:00",Organic,1.540074314,24289.91,306.86,3342.20,10.40,20630.44,,,
Chicago,Weekly,"2021-11-14 00:00:00",Organic,1.318032305,100677.42,30417.84,33257.64,0.00,37001.95,,,
Cincinnati/Dayton,Weekly,"2021-11-14 00:00:00",Organic,1.743487329,17365.08,840.33,9631.39,0.00,6893.37,,,
Columbus,Weekly,"2021-11-14 00:00:00",Organic,1.635486479,11273.26,812.12,4330.50,0.00,6130.63,,,
"Dallas/Ft. Worth",Weekly,"2021-11-14 00:00:00",Organic,1.403559958,61879.70,14774.15,1209.19,0.00,45896.36,,,
Denver,Weekly,"2021-11-14 00:00:00",Organic,1.631923089,47329.45,23607.08,1231.03,0.00,22491.34,,,
Detroit,Weekly,"2021-11-14 00:00:00",Organic,1.482695374,23842.03,504.60,5694.88,0.00,17642.55,,,
"Grand Rapids",Weekly,"2021-11-14 00:00:00",Organic,1.279829026,9432.74,109.20,536.27,0.00,8787.26,,,
Harrisburg/Scranton,Weekly,"2021-11-14 00:00:00",Organic,1.506451469,18198.81,521.68,485.40,0.00,17191.73,,,
Hartford/Springfield,Weekly,"2021-11-14 00:00:00",Organic,1.693631906,23984.02,416.35,4642.60,0.00,18925.07,,,
Houston,Weekly,"2021-11-14 00:00:00",Organic,1.619580086,19959.91,10410.38,319.53,0.00,9230.00,,,
Indianapolis,Weekly,"2021-11-14 00:00:00",Organic,1.520472015,10366.82,712.85,2849.07,0.00,6804.90,,,
Jacksonville,Weekly,"2021-11-14 00:00:00",Organic,1.009172531,27166.79,149.68,206.62,0.00,26810.49,,,
"Las Vegas",Weekly,"2021-11-14 00:00:00",Organic,1.567648300,18119.62,3767.65,3934.63,0.00,10417.33,,,
"Los Angeles",Weekly,"2021-11-14 00:00:00",Organic,1.709087392,194448.02,47801.63,31524.95,0.00,115121.43,,,
Louisville,Weekly,"2021-11-14 00:00:00",Organic,1.662112450,6992.31,176.63,2574.81,0.00,4240.87,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-14 00:00:00",Organic,1.111873235,110116.85,1803.66,657.69,0.00,107655.50,,,
